,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
954,126587243,/8eda6126c295ed1fec2221c8dbd43efe_genMid.18307041_0.jpg,220 NE 165th Ave,97230,314990,301000,3,1.0,1224,1964,SOLD 3/22/18,"This adorable ranch has had a complete refresh and is ready for a new owner!  Beautiful hardwoods and a fully remodeled kitchen featuring quartz and stainless steel appliances give way to a sunny family room that looks out to the private backyard.  All of the work has been done here, including a new roof, new windows, a new furnace, and so much more.  Located on a quiet street but only .3 miles from the max! Open Sat 11-1, Sun 1-3",1,"Ranch, 1 Story",GLENFAIR,Multnomah,"7,000 Sq. Ft.",1,3,3,51,55,80
955,126585061,/0684179ec58a68c03a670a840b01c822_genMid.17694573_0.jpg,132 NE 201st Ave,97230,385608,367938,4,2.5,2247,2002,SOLD 3/05/18,"Absolutely outstanding contemporary updated home with great curb appeal situated in a quiet community, yet close to everything. Soaring vaults/high ceiling, skylights, extensive millwork & columns combined with an open floor plan; gourmet birch kitchen with pantry, desk, island, nook & tiled counters, SS appliances; bedroom on main floor, bonus could be  5th bedroom - hard to find all those amenities in one place! Covered deck & shed...",2,"Traditional, 2 Story","Gresham, Sandy, Troutdale, Corbett",Multnomah,"4,762 Sq. Ft.",2,2,3,39,50,71
956,126333074,/6d68543b0ea3db9d6c62a6ba40c278bd_genMid.17164153_0.jpg,15636 NE Tillamook St,97230,326445,312800,2,2.0,1921,1990,SOLD 2/12/18,"Price reduced. This expansive Summerplace 2 bedroom home has everything you could possibly want. The spacious layout, subtle separation of living spaces from the bedrooms make this 1,921 square foot home even more spacious. The dining room leads to the kitchen, inviting a seamless flow throughout the home whether entertaining or relaxing. A spectacular family room provides direct access to the backyard.","Ranch, 1 Story","Residential, Single Family Residence",1,SUMMERPLACE,"5,132 Sq. Ft.",2,3,3,13,35,53
957,126538357,/cbde5871ce96d12b5469284f6df484d1_genMid.17437276_0.jpg,12912 NE Eugene St,97230,457924,415000,3,2.5,3050,1964,SOLD 2/05/18,"This beautiful custom built ranch home is move-in ready. Comfortable main level that offers a kitchen, informal dining room, formal living & dining room, a master suite & 2 bedrooms with a full bath. Gorgeous original oak details and hardwood featured throughout. Huge basement family room, high ceilings, exposed beams, lots of storage, nonconf. 4th bedroom, half bath, bonus room. Yard, shed, workshop. OPEN 1/20 12-2 pm, 1/21 1-3pm",2,Ranch,Portland Northeast,Multnomah,2,6,3,4,39,40,78
959,125762573,/e6cf7f93aeaa5f856952a85caf936036_genMid.17175157_0.jpg,1237 NE 137th Ave,97230,481705,423900,4,2.5,2604,1967,SOLD 1/31/18,"Welcome Home to Regency Park! Stunning home with 4 Bedrooms, 2 1/2 baths and main floor den. Rich living area with fireplace opens to formal dining area and beautiful kitchen with nook. Close by utility area leads to oversized garage. Great bonus/party room with additional HUGE storage on lower level. Grand pool with cabana, changing rooms & bathroom all nestled into landscaped fenced backyard! OPEN HOUSE 12-3 October 15th",3,Colonial,REGENCY PARK,Multnomah,0.28 Acres,6,3,4,22,42,62
961,126535737,/45e00ff10f3e7af24f490e8373480b27_genMid.17274222_2.jpg,4301 NE 130th Pl,97230,403380,355665,3,2.0,1842,1969,SOLD 1/02/18,"Easy living in this 3 bdrm 2 bth one level home. Entertain and relax in the amazing backyard oasis that includes a covered patio, impressive in-ground pool, and plenty of room. The indoors boasts vaulted ceilings in LR and formal DR, a fireplace, a separate eating area in the kitchen, a cozy family room, and a large utility room. AC, new exterior paint, new gutters, and roof that is only 5 years old!",1,"Ranch, 1 Story",Portland Northeast,Multnomah,"7,100 Sq. Ft.",3,3,4,60,40,80
963,126449882,/70a3cfa3b7bccdc6786b389c9d64c464_genMid.17117216_6.jpg,707 NE 131st Pl,97230,363098,339800,3,2.0,1668,1955,SOLD 12/20/17,"Right next door to Glendoveer golf, tennis & walking trails. This mid century home has vaulted ceilings, refinished hardwood floors throughout, updated kitchen, updated bathrooms, updated interior & exterior paint, updated gas furnace plus a huge yard. Open floor plan & lots of windows for natural light. Lots of storage closets. Formal entry with slate tile. Garage was converted to family room & laundry room prior to the current owner.",1,"1 Story, Mid-Century Modern",GLENDOVEER,Multnomah,"10,103 Sq. Ft.",4,4,4,52,53,76
964,126517896,/03bef036b10bfb1008b2d9a0360cc69b_genMid.17208001_0.jpg,14620 NE Broadway,97230,376831,350000,4,2.5,1860,1973,SOLD 12/08/17,"Updated home on a quiet street. Spacious living room with fireplace & adjoining dining area opening to large deck overlooking a private fenced yard. An open kitchen, 3 bdrms & 2 bths, including a master suite complete the main floor.  The lower level offers a family room with a 2nd fireplace, 4th bdrm, a half bth, & utility room. Lower level easily converted to a separate ADU. Two car garage & RV parking provide space for all your toys.",2,"Split, Traditional",Territorial,Portland Northeast,"8,305 Sq. Ft.",2,3,3,23,33,67
966,126555550,/19003ff8c0646ded66ef4b2644f47577_genMid.18425081_5.jpg,16042 NE Morris Ct,97230,354496,355000,4,3.0,2188,1975,SOLD 11/08/18,"NEW PRICE! Three bedrms and 2 baths up. Living rm with gas fireplace.Formal dining rm, kitchen nook with slider to lrg new deck. DOWN is den/bd,(no closet) bath, laundry rm.,family room with FP/pellet stove. Over-sized garage with w/lg work bench. New oven,furnace and water heater with warranties. 2016-50yr roof and gutters. Plumbed for solar panels.Key Bank Community 100% financing possible. Will consider contingent offer. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R114894-20171110.pdf]",2,"Split, 2 Story","Mountain, Territorial",Portland Northeast,"10,567 Sq. Ft.",2,3,3,26,34,54
967,126567077,/0b541873ddd7261535b7a10bbbf09e9a_genMid.18100277_0.jpg,744 NE 197th Ave,97230,257866,271650,4,2.5,2125,1960,SOLD 11/06/18,"Priced to sell! Unique tri-level fixer with some vintage characteristics. Perfect for a reno loan to create the home you want, or rehab/rent for income and future equity. Put in sweat equity to increase value now! Investors-ARV approx $330K in this neighborhood. Upper & main SF combined. Master suite up. Converted garage has non-conforming room. Two utility sheds in backyard. Seller paid Home Warranty! Seller to do no repairs.",3,"Other, Tri Level",Portland Northeast,Multnomah,"7,477 Sq. Ft.",3,2,3,26,44,70
968,126537364,/212d889175950d95e4f16c903c70a895_genMid.18567762_0.jpg,3145 NE 142nd Ave,97230,411149,404000,4,2.5,3811,1967,SOLD 10/31/18,"Sweeping views of St. Helen's, territorial views and seasonal view of Mt. Hood in tranquil setting. Desirable Argay Terrace neighborhood. Original hardwood floors under carpets, untouched for decades. Buyer to do due diligence. 3 beds on main, giant closets. Beam ceiling and t-n-g paneling on FR ceiling,Enjoy the large pool. Giant basement includes ground level door to 5+ bonus rooms. RecRoom has fireplace and pool table. Must see!",2,"Daylight Ranch, Mid-Century Modern","Mountain, Territorial, Seasonal",ARGAY TERRACE,"9,400 Sq. Ft.",3,3,4,26,33,54
969,126306925,/7f1ae0aa2f1fcde4a5432d459cc72d2d_genMid.17656413_1.jpg,15 NE 146th Ave,97230,743890,750000,4,1.5,1988,1956,SOLD 10/19/18,"4 tax lot on the corner of 15 NE 146th & 14525 E Burnside. 3 homes, 2 tear downs, 1 deferred maintenance plus vacant lot. Adjacent 1/4 acre lot (51 NE 146th) also available at $250k. All ZONED RH dh in East Corridor Plan with no minimum parking requirements. Max height is 65'. RH is High Density with maximum Floor Area Ratio (FAR) at 2:1 and minimum FAR is .5:1. 1 block to Max Station. Great development opportunity.",1,1 Story,Portland Northeast,Multnomah,0.25 Acres,1,3,3,48,55,73
971,126326059,/eaca0576193a339140d068e1830f7c55_genMid.18427997_0.jpg,1729 NE 134th Pl,97230,402358,360000,3,2.0,1424,1955,SOLD 10/25/18,"Flair of Mid-century in this beautiful well kept Glendoveer ranch situated on a corner lot just over a quarter acre.One level living space with many updates:kitchen w stainless appl,Hardwood floors throughout,updated bathrooms,Vinyl windows,insulation,new paint in and out and covered patio.Park like back yard.All within walking distance to Glendoveer golf course and walking trails. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R254774-20180515.pdf]",1,"1 Story, Mid-Century Modern",GLENDOVEER,Multnomah,0.29 Acres,6,3,4,38,38,78
972,126612675,/f5a12610585700e22f9a898d169bbecf_genMid.18577064_0.jpg,143 NE 188th Ave,97230,308120,300000,4,2.0,1878,1949,SOLD 10/17/18,"Price Reduce! Good investment property with current tenant rent $1600/month. Seller is motivated. Brand new remodeling,  new floors, windows and appliances. Move-in ready with upgraded kitchen and baths, freshly painted throughout. Very large master bedroom. 5 minutes to I-84 and one block from the Max station. Big backyard & double size garage using for car or workshop. No sign, please do not disturb the tenant. Appointment only!",2,Traditional,Portland Northeast,Multnomah,"8,750 Sq. Ft.",3,2,3,69,56,81
973,126496093,/1aa8ba002a831b587f32074cb82d7402_genMid.18660629_2.jpg,622 NE 151st Ave,97230,364599,360000,2,1.5,1210,1954,SOLD 10/12/18,"Meticulously Cared For Mid-Century Ranch, situated right by Von Ebert Brewing & Glendoveer Golf Course, with 2 mile fitness trail. A one of a kind neighborhood street, surrounded by other unique Mid-Century homes. Enjoy the private serine backyard, with an incredible forest like setting. Newly refinished hardwood floors, interior paint, new carpet, updated tankless hot water heater, high efficiency furnance, & AC.",1,"Ranch, Mid-Century Modern",Trees/Woods,Portland Northeast,"8,000 Sq. Ft.",1,3,3,39,52,74
974,126479370,/61a4fcc9174cbc57ae36e1d5bc4f9cb0_genMid.18112603_0.jpg,15139 NE Summerplace Dr,97230,323168,320000,2,2.0,1366,1991,SOLD 10/12/18,"Exceptional single level living in Summerplace! Comfortable floor plan w/tiled entry, dramatic vaulted living room w/fireplace & formal dining room w/slider to covered patio. Generous kitchen w/maple floors, island, built-in desk & breakfast nook. Wonderful flow and light throughout! Private, low maintenance yard. Close to clubhouse & many Summerplace amenities- pool, tennis, library, fitness & more! NEW CARPET & VINYL. Move in ready!",Ranch,"Residential, Single Family Residence",1,Summerplace,"4,926 Sq. Ft.",2,3,3,12,35,65
975,126330828,/a468167cad315406fb4ce4ad286c0511_genMid.18671128_0.jpg,2939 NE 155th Ave,97230,434328,430000,3,3.0,2366,1996,SOLD 10/12/18,"This NE Portland home offers an open floor plan w/ large living & family rooms, an gourmet kitchen w/ granite counters & SS appliances, formal dining, hardwood floors, master suite w/ jetted tub, upscale finishes throughout, A/C, Central Vac, 3-car garage, new exterior paint, fenced backyard w/ patio & hot tub, water feature & backs to green space! ES-4. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R274471-20180629.pdf]",2,Traditional,Trees/Woods,SPRINGBROOK,"7,704 Sq. Ft.",2,3,3,26,34,60
976,126514849,/b5e0f73f115b816a2e036eeb91b13442_genMid.18157902_0.jpg,2351 NE 148th Ave,97230,645674,640000,8,5.5,4059,1968,SOLD 10/23/18,"Two homes in one!Excellent Home setting, separate living areas. Two heating/cooling systems.Recently remodeled.Laminate flooring,granite&quartz counters w/stylish backsplash,SS appl.Walk-in shower.Cozy covered porch entrance area.Large lot w/covered deck.Extra parking. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R236846-20180417.pdf]",2,Custom Style,"Mountain, Territorial",Portland Northeast,0.28 Acres,2,3,3,15,33,68
977,126620832,/9040dea1ceb59fabe14bd022bb70dc80_genMid.18590623_0.jpg,3626 NE 154th Ave,97230,321386,310000,3,1.5,1332,2003,SOLD 10/12/18,"Great first time home or investment property. This home features 3 bedrooms, 1.5 bathrooms, laundry on the second floor, updated kitchen cabinets,  new flooring and freshly painted on the main floor. This home backs up to green space with large tree, that makes backyard feel private and relaxing. Easy freeway and airport access. This home is move in ready.","Contemporary, 2 Story","Residential, Single Family Residence",2,Trees/Woods,"4,002 Sq. Ft.",2,3,3,36,37,40
978,126425136,/9752abeeaf5ee71e202bdccdc019da4b_genMid.18330295_0.jpg,17105 NE Everett St,97230,319600,315000,3,2.5,1244,1985,SOLD 10/10/18,"Well maintained 3 bdrm home in NE Portland! Roof just 3 years old, appliances 1 year old & updated with bamboo floors. Vaulted living room with skylights and a bay window welcome you. Kitchen opens to family room for your family to cook and gather. Spacious master suite with 2 dbl closets and a ceiling fan to keep you cool. Enjoy the beautiful backyard from the deck or relay by the fire pit!",2,"Traditional, 2 Story",Portland Northeast,Multnomah,"5,725 Sq. Ft.",1,3,3,61,56,82
979,126308625,/6d2e0f44666fd13ffc9899ab8f739d26_genMid.18407872_0.jpg,15114 NE Couch Ct,97230,374432,370000,3,2.0,1282,1963,SOLD 10/05/18,"IMMACULATE HOME,1 LEVEL RANCH! Artistic Hardscape Greets You! NEW WINDOWS, DOORS, FURNACE, SIDING/TRIM, PAINT. REFURBISHED OAK HARDWOODS, FP-WOOD HEARTH-MARBLE TILE, LARGE PANTRY-ROOMY UTILITY! HUGE FULLY SCREENED BACK PORCH- KOA DECKING, CEILING FAN, GAS LINE. PRIVATE BACKYARD-LAWN, MATURE EVERGREENS,2 GARAGES-ONE TANDEM GARAGE/SHOP-OWN PANEL, LARGE RV/BOAT PARKING PAD ON SPACIOUS CORNER LOT. BUS/MAX, GLENDOVEER GOLF COURSE, STEPS AWAY",1,"Ranch, 1 Story",GLENFAIR,Multnomah,"9,951 Sq. Ft.",1,3,3,48,55,75
980,126591047,/7181617c763c1f14885b71dc9ee3ed18_genMid.18406723_7.jpg,14008 NE Beech St,97230,484822,411000,5,3.0,3330,1969,SOLD 10/05/18,"Phenomenal Argay mid-century modern. Gorgeous remodel needs finishing touches! Over $250k invested in reno! ALL NEW: windows, PEX plumbing, electric, panel, & SOLAR PANELS. New Furnace, Newer roof. TEAK Cabinets + built-ins, Marble, double oven, bamboo hardwoods. Upper level near complete (all but bathrooms). Main level framed in: Potential duplex/ADU: 2 bedrooms/bath/laundry/bonus rm/kitchen/sep ent. Must see! Agent is Owner.",2,"2 Story, Mid-Century Modern",Territorial,ARGAY TERRACE,"7,700 Sq. Ft.",3,3,4,49,36,41
982,126422638,/ad44bcab1fdac2ead275c769f30cf7a4_genMid.18150607_0.jpg,720 NE 172nd Ave,97230,332050,315000,3,2.5,2440,1965,SOLD 10/01/18,"Quintessential Mid-Century home on large lot offers 1617sf on newly carpeted main level as well as eat-in kitchen, formal dining, formal living w/fireplace & builtins and three bedrms (2baths on main).  Lower level (+823sf) includes wide open bonus and family room areas with fireplace and laundry room (+1/2 bath). Oversized, deep garage with extra office/shop & exit to bkyd. Near parks, schools & shopping/close to transit.",2,"Traditional, Mid-Century Modern",Wilkes East,Multnomah,"8,050 Sq. Ft.",1,3,3,55,53,77
983,125749133,/b0d041b80350ec41a73cdd4f4496d9ab_genMid.18675764_0.jpg,2335 NE 132nd Ave,97230,378452,365000,4,1.5,2012,1963,SOLD 10/19/18,Move in ready day ranch in wonderful Parkrose neighborhood! New paint & beautiful hardwood floors throughout the home. Spacious living room & dining room w/wood burning fireplace. All new electrical w/dimmers in all the rooms & lots of light. Enjoy the spacious family room downstairs w/direct access to the fully fenced backyard & patio. Newer furnace & central air.2 car garage w/RV &/or boat parking. Seller to review all offers 9/22 5pm [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10130116-20180917],2,"Daylight Ranch, Ranch","Territorial, Trees/Woods",Portland Northeast,"8,640 Sq. Ft.",6,3,4,35,39,76
985,125741672,/fbc311daa565a7611663db1133af9a7f_genMid.18567243_0.jpg,2217 NE 157th Ave,97230,353216,350000,2,2.0,1264,1991,SOLD 9/26/18,"Are you looking for a home with-out formal living rm,dining room? This home is designed so you can create informal living.Lg open,Lt&Brt,lots of storage,Wonderful updates;master bath,Lg B/R,W/I closet.Newer floor cov,furnace,and more.Come and see this home.Nestled in Beautiful 55+ Summerplace.Resort-type Rec Cntr,Library,fitness cntrs,pool,tennis,wlkng paths,Fun Activities,etc.EZ access to shopping,freeways,airport,Glendoveer Golf.",1 Story,"Residential, Single Family Residence",1,Summerplace,"4,214 Sq. Ft.",2,3,3,13,35,53
986,126484776,/6554cf7516c5b2d7172b63d7508a8bdd_genMid.18158042_0.jpg,400 NE 167th Pl,97230,317433,301000,3,2.0,1806,1958,SOLD 9/24/18,"Mid century modern on a great street! Welcome to a wonderful home for multi-generational,1 or 2 family,or roommates! Nostalgic 1950s day ranch with solid hardwood floors, cedar siding and rare,original kitchen!Upside potential:Create ADU in 2 car garage and/or downstairs!(Check w/ city) Fenced, private  backyard w/ room for flourishing gardens! 2 car garage could be used for shop or outbuilding.",2,Daylight Ranch,Portland Northeast,Multnomah,"8,000 Sq. Ft.",1,3,3,47,55,79
989,126366183,/2d1c49e62f2437f98023c908fcce199f_genMid.18479251_0.jpg,16813 NE Pacific Dr,97230,416055,409000,5,3.0,3500,1968,SOLD 9/21/18,"Spacious 60's Ranch on oversized lot!Vaulted ceilings in living rm w/stone front wood-burning fplc.Remod eat-in kitchen w/slider to backyard.Loads of cabinets,pantry,new stainless appl & tile floors.Formal dining rm w/slider to covered patio.Master suite on main.Huge fam rm on lower level w/fplc.Laundry rm w/storage.2 car garage.New ext paint & elec panel.Newer sewer line,furnace/AC.Radon mitigated Mins to services,parks,MAX & freeway!",2,Ranch,Portland Northeast,Multnomah,"7,500 Sq. Ft.",1,3,3,41,51,66
990,125854420,/0e6639cf40a5d0b1a892c717766cfc07_genMid.18073228_0.jpg,1010 NE 172nd Ave,97230,305422,299000,3,1.5,1251,1963,SOLD 9/20/18,"Come enjoy your new home with its large yard with mature fruit trees and grape arbor.This is a gardener's paradise. Nice layout with hardwood floors throughout, fireplace, new windows and separate laundry room. Extra large double garage with lots of room for parking in driveway. Many mature trees makes this home very inviting for outside family gatherings. Near to schools and bus line. Move in ready.",1,Ranch,Portland Southeast,Multnomah,0.27 Acres,1,3,3,51,51,74
991,125773666,/81e75c9f99022f75400c4062764f1aa5_genMid.18621303_0.jpg,1526 NE 150th Ave,97230,351261,345000,2,2.0,1621,1993,SOLD 9/20/18,"Beautiful & Open floor plan in Summerplace 55+community. You will enjoy the upgraded sunroom year round! The vaulted living room/dining area offers a gas fireplace and leads into an open kitchen area w/breakfast bar, built-in desk, pantry,newer appliances & family room.! Newer gas furnace,some carpet, a few window upgrades, appliances & more. Very well maintained. Roof is 10 years old. Walk to club house, pool, tennis!",1 Story,"Residential, Single Family Residence",1,SUMMERPLACE,"5,256 Sq. Ft.",2,3,3,15,34,47
993,126313235,/5e7fe09af6316085a89a75a80593fe27_genMid.18642340_0.jpg,2121 NE 130th Ave,97230,428320,405000,4,2.5,2520,1962,SOLD 9/19/18,"There's no better place than a rock solid, 1963 custom built, mid-century modern to live the good life!  It's original Roman brick, corner fireplace + Mahogany millwork intact, sophisticated hardwood, floor to ceiling glass in an ideal entertainer's floor plan will have you planning your next party from the driveway! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10087305-20180809]",2,"Daylight Ranch, Mid-Century Modern","Seasonal, Trees/Woods",Russell,"7,474 Sq. Ft.",6,3,4,45,39,79
994,125734623,/56ed11c92011753871966ce31dc56bf3_genMid.18493879_0.jpg,2133 NE 150th Ave,97230,389853,385000,2,2.0,1660,1980,SOLD 9/19/18,"Extensively remodeled home sitting nicely across from the clubhouse in Summerplace 55+ community. Excellent condition, just move right in and enjoy the lovely updates which include solid hardwood floors throughout the home. New gas fireplace, furnace,hot water tank, windows ,panel, top to bottom kitchen and baths. Roof is 3 years new. The kitchen has high-end stainless appliances and sunny nook. Enjoy all Summerplace has to offer.","Ranch, 1 Story","Residential, Single Family Residence",1,SUMMERPLACE,"4,590 Sq. Ft.",2,3,3,17,35,67
995,1146978266,/c50f2a092a857890554c2a90162d27f2_genMid.18020688_0.jpg,208 NE 199th Ave,97230,368004,365000,3,2.0,1312,1965,SOLD 9/18/18,"Immaculately renovated single level home in NE Portland. No detail left untouched! New master suite & bath w/ walk-in closet. Updated kitchen with new cabinets & appliances. All new flooring & carpet. Features a new roof, gutters, siding, windows, doors, garage door, stone work, custom posts, driveway, RV parking pad, patio w/ firepit, walkway around back of home, shed w/ power, fence & more. The perfect home for all your entertaining!",1,"Ranch, 1 Story",Trees/Woods,Portland Northeast,"8,000 Sq. Ft.",2,2,3,39,50,71
996,125754657,/d0058649c15b2193b9af70bbf420359f_genMid.18299635_6.jpg,16330 NE Holladay St,97230,307470,300000,3,1.0,1058,1962,SOLD 9/18/18,"Sharp updated ranch in well-kept NE neighborhood!  Tile flooring in entry, kitchen & dining room.  Tile counters & all appliances included. Plush carpets (hardwood under carpet) in spacious living room with wood fireplace & slider to brick patio. All 3 bedrooms & hallway have hardwood floors.  2 car garage with workshop. Huge, private, fenced back yard with a waterfall to a pond. Central Air!  This is a nice home!",1,Ranch,Portland Northeast,Multnomah,"7,704 Sq. Ft.",1,3,3,35,51,74
997,126575507,/242d1410782cc425538bacf51482f36b_genMid.18524227_0.jpg,17635 NE Couch St,97230,348323,339500,3,2.0,1514,1967,SOLD 9/17/18,"Quiet, convenient location near MAX; close to shopping and amenities; short distance from Pat Pfeifer Park & Nadaka Nature Park. This tri-level home features a fully-remodeled kitchen and bathroom; private, fully-fenced backyard; & rec/family room with potential for a 4th bedroom or basement apartment. Clean, well-maintained, and move-in ready...the only thing missing is you!",3,Tri Level,WILKES,Multnomah,"7,400 Sq. Ft.",3,2,3,72,56,82
999,126480778,/bd9641994e703d5d8fd37f43b757a252_genMid.18156650_1.jpg,13545 NE Klickitat Ct,97230,490386,490000,4,3.0,2869,1961,SOLD 9/13/18,"Solid Mid Century Daylight Ranch in popular Argay Terrace Nghbrhd. Great views of Mt. St Helens from inside & outside from expansive deck overlooking commons. Hardwoods on main (under carpet in bedrooms), 2 brick fireplaces, expansive lower level family room w/ walk out. Master + 2 other bdrms on main.  Guest suite on lower. Newer windows & furnace. MULTIPLE OFFERS. ALL OFFERS DUE BY 7/31.",2,"Daylight Ranch, Mid-Century Modern","Mountain, Territorial",ARGAY TERRACE,"8,400 Sq. Ft.",3,3,4,29,37,56
1000,25808969,/aa4fbedfac836d7abeeade063a06eb9e_genMid.17567994_0.jpg,7716 SE 66th Ave,97206,345809,313000,2,1,1540,1955,SOLD 11/16/17,"Charming Brentwood-Darlington ranchelow with a great layout and tons of natural light. This home has been well-maintained. Upgrades include newer interior and exterior paint, cedar fence, front windows, and front and back door. Oversized lot with bright, level yard. Hardwoods under carpet in living room.  Open houses: Saturday and Sunday 11:00pm-1:00pm.",2.0,"Bungalow, Ranch",BRENTWOOD - DARLINGTON,Multnomah,"6,560 Sq. Ft.",4,3,6,50,39,79
1002,26553197,/01d7af7ceb933e264eb7882652379071_genMid.17259963_0.jpg,5723 SE Carlton St,97206,437049,420000,3,2,1632,1922,SOLD 11/16/17,"Charming 3 bedroom, 2 bath bungalow on an oversized lot and quiet street with a 2 car garage. Just a block off Woodstock; walk to your favorite restaurants, stores and coffee shops. Relax on the front porch or lay back on the private, covered back patio overlooking a pond, fruit trees and space for an urban garden. You'll appreciate the original moldings and windows.Newly renovated lower level. This great home is ready for you to enjoy!",2.0,Bungalow,Trees/Woods,Woodstock,"9,240 Sq. Ft.",7,5,6,72,47,94
1003,26481559,/62bfeb267f63f4eb52049ea2999498dc_genMid.17183001_0.jpg,7905 SE Malden St,97206,275757,226000,1,1,788,1948,SOLD 11/15/17,"New roof! New windows! New siding! New fence! New shed! Updated one level, one bedroom, laminate floors, newer kitchen, covered off street parking, with spacious lot. Brand new TUFF SHED for studio or storage space. Perfect starter home or downsize. Great value, low maintenance- most features are new! Easy access to SE 82nd, I205, Cartlandia, Springwater Corridor, Johnson Creek.",1.0,1 Story,Portland Southeast,Multnomah,"4,800 Sq. Ft.",4,3,6,64,51,87
1037,26404655,/46566cd4909a4c74bbb2b353aa9337ba_genMid.18391170_0.jpg,2825 NE 56th Ave,97213,406468,434000,3,1,1751,1910,SOLD 10/18/18,Great bungalow nestled among a private setting of apple and fig trees. Outdoor kitchen with gas already plumbed. Gorgeous remodeled bathroom with heated tile floors. Newly painted inside and beautifully refinished original Siberian Oak floors. (please remove shoes). Updated PEX plumbing and electrical panel as well as new double paned wood windows. Alameda/Grant School district-easily walkable to restaurants and shops. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10119262-20180912],2.0,"Bungalow, Craftsman","ROSE CITY, BEAUMONT",Multnomah,2,8,5,7,68,47,94
1045,26545961,/11a764b5f36d0d8e2d945e13ff976629_genMid.18258905_0.jpg,6663 E Burnside St,97215,407936,390000,2,1,1776,1941,SOLD 8/06/18,"House is tucked away with a private feel and covered off-street parking is located on 67th. Lots of mature landscaping, back deck and secluded yard with garden beds. Hardwood floors, fireplace, double-paned vinyl windows, and some updated mechanicals. Basement has sufficient ceiling height w/ room to expand. Situated very close to Mt Tabor park, Montavilla, and grocery shopping! 10-15 min drive to downtown, plus located on a bus line. [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R255340-20180430.pdf]",2.0,Cottage,North Tabor,Multnomah,"5,200 Sq. Ft.",8,7,8,67,66,71
1048,26424535,/32cafb10f5cff06dce7763a4b5112e13_genMid.18663187_0.jpg,4815 NE Shaver Cir,97213,451797,443000,3,2,1537,1972,SOLD 7/20/18,"Spacious ranch on quiet cul-de-sac features vintage character &  accessible single-level living! Vaulted kitchen ceilings, large living room w/ cozy wood-burning fireplace, formal dining, master suite w/ double closets, separate laundry area. Attached oversized 2-car garage & shed for plentiful storage. Freshly painted exterior. Enjoy bustling Beaumont shops & restaurants! [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R284195-20180416.pdf]",1.0,"Ranch, 1 Story",BEAUMONT,Multnomah,"6,500 Sq. Ft.",1,5,4,66,42,90
1057,26329053,/aa4ace719aa1cf6f985179578b235117_genMid.18651850_0.jpg,3016 NE 49th Ave,97213,1055114,1100000,4,3.5,3010,2018,SOLD 5/04/18,"Striking new modern in outstanding Beaumont location w/ Mt Hood View! Expansive open floor plan, walls of windows, covered rear patio. A floor plan that your buyers will covet: Main floor master w/ walk through closet & slider to patio, main floor laundry/mudroom. Guest suite w/ balcony (optional 2nd master), secondary bedrooms, 3rd full bath & bonus up. 2-story vaulted living room. Attached garage for NW winters. OPEN SUN 3/25, 11-2 [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260643-20180117.pdf]",2.0,"Contemporary, 2 Story",Mountain,BEAUMONT/WILSHIRE,1,8,5,7,72,45,84
1071,113029218,/7890b72c0cf893096cb56d2e0fe805a8_genMid.17314232_0.jpg,3336 NE 56th Ave,97213,456450,450000,2,1,1926,1938,SOLD 2/14/18,"Absolutely stunning restored bungalow in the heart of Fremont where you will enjoy restaurants,shopping & more.Light filled Living Room w/Blt-Ins,Gas Frpl w/Tile surround.Beautiful refinished hardwood floors.Kitchen w/granite counters,custom cabinets,new SS appliances.All new Bath,Plumbing,Electrical,new Furnance,Roof,Vinyl Windows,Sewer Line.7 1/2' ceilings in basement plus single attached garage. Appliances & Gas log being installed.",2.0,Bungalow,Rose City Park,Multnomah,"5,000 Sq. Ft.",8,5,7,64,44,87
1072,25809543,/7d575de50433dbef46b0082c6276a763_genMid.17463138_0.jpg,2834 NE 56th Ave,97213,536699,533250,3,2,2316,1925,SOLD 2/13/18,"Charming English beauty in perfect Rose City Park location in Alameda schools. Immediately feel welcome with warmth of beautiful hardwoods and delightful built-ins, coved ceilings, formal dining room, and lovely remodeled kitchen with breakfast nook. The private yard is perfect for entertaining or just a peaceful oasis. Bonus family room and non conforming bedroom downstairs and storage galore. Come see this treasure today!",3.0,"English, Traditional",ROSE CITY PARK,Multnomah,"5,000 Sq. Ft.",8,5,7,68,47,94
