,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
1937,126334094,/371b2d3954f46bbbc1addb9c060dbda9_genMid.18251297_0.jpg,3228 SE 157th Ave,97236,302798,296000,4,1.5,1440,1967,SOLD 9/28/18,"Ready to move in? Picture perfect one level Ranch with 4 Bedrooms, 1 1/2 Bathrooms,Large kitchen(all appliances stay),Dining room/Living room w wood floors.New interion paint,New exterior paint,New vinyl floors,New carpets,Fenced Large back patio,Beautiful front covered patio.AHS Home warranty! [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10010886-20180718]",Portland Southeast,1,Multnomah,18251297,"7,635 Sq. Ft.",2,6,7,53,44,77
1938,125863358,/8feeb10d410c97de9de1e2ba185cbc14_genMid.18579577_0.jpg,4833 SE 137th Ave,97236,354781,352000,4,3,1970,1969,SOLD 9/28/18,WHY RENT? EZ 100% Financing!  Peace and quiet! Spacious 4 bedroom/3 bathroom home on quiet culdesac!  Possible dual living with 4th (nonconforming)bedroom and 3rd bathroom downstairs with family room! New carpets upstairs and updated master bath.  Private backyard & covered patio for year round pleasure. Updated kitchen counter tops with Wilsonart laminate.  Finished oversized garage and newer roof! OPEN HOUSE 8/25 1-4pm [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/hes/R100152-20180328],"Seasonal, Trees/Woods",2,ABBIES ADD,Multnomah,"8,460 Sq. Ft.",2,7,4,28,39,50
1941,126490945,/a767c9dfd7617ec96b2149ff9d0ce64d_genMid.18036219_0.jpg,2836 SE 131st Ave,97236,317714,309000,3,2,1432,1979,SOLD 8/29/18,"3 bedroom 2 bath with master en-suite This freshly updated one level ranch sits on a large lot with plenty of parking for boats, RV's,with a huge Back yard that is fully fenced. Inside you'll find new quartz kitchen counters, Stainless appliances and a deep single bowl sink with amazing faucet. partially converted garage ads to this amazing floor plan giving ever one their own space. Vinyl windows with blinds and a 1 year home warranty. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10157513-20180713]",Portland Southeast,1,Multnomah,18036219,0.26 Acres,3,7,4,52,50,79
1942,126540545,/c3bb6c0973114fbc4a469bf2d7117d63_genMid.18577669_0.jpg,15327 SE Ogden Dr,97236,447567,440000,5,2.5,3071,2001,SOLD 8/28/18,"Meticulously maintained traditional Mt. Scott home. Quality craftsmanship at every turn with generously sized bright rooms.  This home features 5 bedrooms, 2.5 bathrooms plus an oversized garage. Enjoy a modern floorplan, including sliding glass doors to the fully fenced backyard.  Ready for a new owner to move in and entertain!  *1 year Fidelity Home Warranty included* [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R177442-20180315.pdf]",2,"Traditional, 2 Story","City, Seasonal, Trees/Woods",Portland Southeast,"7,173 Sq. Ft.",5,6,7,12,0,17
1943,125838118,/c1810d1956096d8cb9fb27e12cc131ea_genMid.18425159_0.jpg,17979 SE Spokane Ct,97236,532719,532295,5,3,2925,2018,SOLD 8/27/18,"Spacious 5 bedroom with Den or Bd on the main floor. Quartz counters and undermount sink,subway tile full backsplash in kitchen.Sleek stainless steel appliances including Gas built-in Cooktop, wall oven and microwave! Covered back deck perfect for bbqs. This is Homesite 27. PHOTOS ARE NOT OF ACTUAL HOME BUT A MODEL OF HOME. Receive $5,000 towards closing costs when you finance home using our preferred lender.",2,"2 Story, Craftsman",Portland Southeast,Multnomah,—,5,6,7,5,0,37
1944,126471179,/8a7a19815b09993dcd6a153cbb03f355_genMid.18135546_0.jpg,3920 SE 149th Ave,97236,305605,306900,3,1,1060,1962,SOLD 8/24/18,"This Powell Butte SmartWired Home is Move-In Ready with walking trails in your backyard! Totally remodeled ranch features an updated kitchen with new cabinets, counter-tops and appliances. Bathroom has new tile, tub, sinks and cabinets. Hardwood floors  throughout. New painting and molding. Updated electrical system with smart dimmers. Already wired for sound, internet and security system. Eco friendly tankless water heater. [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R270585-20180605.pdf]",Trees/Woods,1,POWELL BUTTE,Multnomah,"9,947 Sq. Ft.",5,6,7,40,41,49
1946,126333175,/3dff355498477663f08d82300de8b352_genMid.18627803_1.jpg,2708 SE 164th Ave,97236,345555,335000,3,2,1924,1947,SOLD 8/23/18,"OPEN HOUSE: 7/21, 1-3pm. Fabulous 1948 ranch, large & private backyard, 10,600+ sf lot, raised garden beds, covered concrete patio, all new Hardie Plank Siding (2014), 3 main-floor bedrooms including 15' x 15' master, attached garage + RV Parking. Partially finished basement & ADU potential. Perfect for first-time buyers, down-sizers & investors alike. Open Sat. 7/21, 1-3pm. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/hes/R210211-20180621]",Portland Southeast,2,Multnomah,18627803,"10,640 Sq. Ft.",2,6,7,61,43,80
1947,126315560,/0d7076a7d4741268274f64942f3d1aec_genMid.18695863_0.jpg,16110 NE Holladay St,97230,287402,268000,3,1,1250,1955,SOLD 9/12/18,"Through shady trees, both the main entrance & laundry room are accessible via the front of the house. Hardwood floors accent the main living area. The eastern wing of the home features the master bedroom, as well as the 2nd bedroom & full bath. On the opposite side a 2nd living area leads to the 3rd bedroom. The fully fenced backyard includes kennel, garden beds & storage shed. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10024970-20180726]",Portland Northeast,1,Multnomah,18695863,"6,500 Sq. Ft.",1,3,3,37,51,75
1949,125750085,/3e9f15d0476591797a7495787dcf73fa_genMid.18575114_1.jpg,15435 NE Siskiyou St,97230,432585,428450,3,2.5,2177,1995,SOLD 8/29/18,"A Gorgeous Home in Portland! This elegant & sophisticated Home sits in an upscale neighborhood. Just some of the Custom features include 2177 sq, ft, 3 bedrooms,2.1 baths, air cond., 3 car garage,hardwoods,vaulted & coved ceilings,large familyroom with gas fireplace, custom built-in book shelves and desk.To many features to list.Great price for all this Home has to offer!",Territorial,2,Portland Northeast,Multnomah,"7,514 Sq. Ft.",2,3,3,30,36,60
1952,126565276,/7308e1327ebdf0dee236387a828fe05e_genMid.18125559_0.jpg,555 NE 150th Pl,97230,412471,400000,3,1.5,2024,1965,SOLD 8/24/18,"Step back in time and enjoy this immaculate mid-century modern home. Over-sized lot with mature trees & private spaces. Expansive patio for entertainment and play! 3 cozy wood burning fireplaces and storage galore. Enchanting street and neighborhood, just a block to Glendoveer Golf Course and 1.5 blocks to MAX. Clean as a whistle and ready for your personal touches!",GLENDOVEER,2,Multnomah,18125559,0.34 Acres,1,3,3,51,54,65
1954,126414268,/2e8c4abebe3cdb30d27ea4aa11cbed89_genMid.18683946_0.jpg,1837 NE 148th Pl,97230,351477,345000,2,2,1382,1980,SOLD 8/23/18,"Well kept home in Summerplace, a 55+ community. Newer roof, window coverings, inside paint & updated kitchen. Inc all appliances. Atrium/center of home!! Vaulted ceilings/ Livrm, two eating spaces, spacious bedrooms, Large storage closet. Washer/dryer in home. Beautiful low maintenance yard, $1,500 buyer transfer fee plus $300.00 annual HOA fee per person per home. Secured RV storage for addtl fee. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R278661-20180607.pdf]",1,Ranch,SUMMERPLACE,Multnomah,"6,500 Sq. Ft.",2,3,3,9,34,65
1955,125857247,/dfd5242121fb41f77e43c9b30ebce1f6_genMid.18653664_0.jpg,17338 NE Wasco St,97230,333421,322000,4,2,1662,1968,SOLD 8/23/18,"This move-in ready home is spacious & lives large. The newer roof, furnace & A/C adds to the many amenities that makes this a comfortable & solid home to enjoy. Original hardwoods, built-ins & ceiling fans. Both family & living rooms have fireplaces. Formal dining room & nook off kitchen. Fully fenced backyard. The spacious outdoor decking and yard are perfect for entertaining. Shed & oversized garage/shop w/drive thru 2nd garage door.",Gresham-Wilkes East,3,Multnomah,18653664,"7,200 Sq. Ft.",1,3,3,57,46,73
1956,126319693,/144a4435453cdd8529aaf951fceeecf9_genMid.18201381_0.jpg,1201 NE 155th Ave,97230,262320,256000,2,1,1132,1944,SOLD 8/23/18,"Single level home with lots of potential. Needs TLC to make it shine. 15,000 square foot lot. Two bedrooms plus a den or sunroom. Huge backyard with lots of possibilities. Space for RV or boat parking. 24x36 shop perfect for hobbies or business. Close proximity to freeways, shopping. Property was approved by DHS for a 28 bed Adult Foster Care Home. Property could be dividable. Buyer to do own due diligence. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R169841-20180604.pdf]",Portland Northeast,1,Multnomah,18201381,0.34 Acres,1,3,3,30,47,72
1957,126385344,/35500177291ec4d0e6ed71ee40e7f702_genMid.18096079_0.jpg,14817 NE Newport St,97230,358463,349000,2,2,1710,1992,SOLD 8/22/18,"Perfect Pinehurst floor plan in excellent condition! On quiet cul-de-sac with no traffic. NEW roof and fresh paint throughout. High ceilings in living/dining room. Sliding doors open onto large covered patio. Fantastic master bath with vaulted ceiling & skylight. Newer H20 heater, high-efficiency furnace, internal vac system, sprinklers, and elec. garage door. Easy access to resort style rec centre, golf course, airport, and freeway. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10150509-20180711]",1,"Ranch, 1 Story",SUMMERPLACE,Multnomah,"5,692 Sq. Ft.",2,3,3,9,33,52
1959,126409791,/d18f169377b940ebe86dbbef00e7ed27_genMid.18360787_0.jpg,14124 NE Knott St,97230,414483,388000,4,2.5,2664,1960,SOLD 8/20/18,"Beautiful hardwood floors throughout the family room,dining room, hallway and 3 bedrooms~The kitchen boasts new cabinetry,flooring,granite countertops & pantry~Laundry area w/storage & sink~Downstairs family room with wood burning fireplace, bedroom, full bath and an unfinished area & storage~Washer,dryer,refrigerator are newer and INCLUDED~Relax on your covered patio~Low-maintenance fenced yard.Close to the University of Western States [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/hes/R136014-20180626]",Portland Northeast,2,Multnomah,18360787,"8,610 Sq. Ft.",6,3,4,8,32,61
1960,126561712,/a879a8fc413e07332476a9c531a9cd45_genMid.18544739_4.jpg,2323 NE 134th Pl,97230,447913,360000,4,2.5,2492,1951,SOLD 8/20/18,"Impossible to find private DOUBLE LOT w/opportunity to subdivide! Minutes to Glendoveer on a coveted, quiet street! 15 min to downtown. Ranch style home w/fully finished bsmnt! Formal living/dining! Vintage/modern kitch w/tons of potential to make your own! Den/office, master on main w/full bath. LL bonus rm/4th bed & TONS of space!  Amazing yard w/lots of rm to play. Sport court, outoor-fp, grdn, out-buldng & so much more! [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10124465-20180719]",Territorial,2,Russell,Multnomah,0.45 Acres,6,3,4,32,38,72
1961,126361328,/443e7dc7d849ae256626cd51feeea166_genMid.18296539_0.jpg,16927 NE Oregon St,97230,422114,410000,4,3,2488,1967,SOLD 8/20/18,"Gorgeous split level, with room for everyone! 4 beds, 3 baths, 2 living areas with fireplaces, good for multi-generational living. The million dollar backyard will blow you away! 30,000 gallon pool with deep-end and diving board, hammock refuge in a grove of evergreens, expansive lawn, and a fire pit surrounded by mature blooming shrubs. Herringbone brick patio and sturdy decks that overlook it all. Tons of Storage! Open Sun 1-3",Portland Northeast,2,Multnomah,18296539,0.25 Acres,1,3,3,49,53,73
1962,126299064,/cdbb179f5075cdc208b6ef9044079d2a_genMid.18110616_1.jpg,14010 NE San Rafael St,97230,446281,416304,5,3,2852,1957,SOLD 8/17/18,"Rockin' mid century rancher w/ all the details! Gleaming hardwoods throughout, 2 family rooms each w/ killer brick fireplaces. Entertainers dream kitchen w/ TONS of storage, original hardware, stainless steel appliances & oversized island w/ bar seating. 3 large light filled bedrooms on main floor w/ built-ins. Finished basement has 2 bedrooms w/ outside entrance & potential for ADU just add kitchen! Fenced backyard with patio & tl shed",Portland Northeast,2,Multnomah,18110616,"9,375 Sq. Ft.",6,3,4,24,35,72
1963,126496093,/5d8b6c7fa73fe76ce44d0a075302eec5_genMid.18527450_0.jpg,124 NE 143rd Ave,97230,361863,346500,3,1,1013,1959,SOLD 8/31/18,"YOU NEED TO SEE THIS PROPERTY!  AN AMAZING JUXTAPOSITION OF A MID-CENTURY RENOVATION WITH A 1/2 ACRE LOT THAT WOULD MAKE ANY URBAN FARMER'S MOUTH WATER! NEW MECHANICALS, NEW ROOF, NEW QUARTZ COUNTERS, NEW APPLIANCES, DESIGNER B.MOORE PAINT COLORS, STAINED AND REFIN. HARDWOODS, SCHOOLHOUSE & CEDAR AND MOSS FIXTURES!!  A GORGEOUS HOME W/ 2 OUTBUILDINGS ON AN INCREDIBLE LOT, JUST 1 BLOCK TO THE MAX LINE! RH ZONING!!! [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10028277-20180713]",Portland Northeast,1,Multnomah,18527450,0.50 Acres,1,3,3,47,55,72
1964,125733918,/2f55d9efceec37cd743cd959f894194c_genMid.18301910_5.jpg,1125 NE 157th Ave,97230,404747,337000,3,3,1837,1946,SOLD 8/10/18,"Rare opportunity to create equity in PDX single level traditional home.   Vaulted ceilings, arched doorways, higher efficiency furnace, BI vacuum system and more.  Roof and siding replaced in 2006.  Most floor coverings and some other elements removed.  HOME SOLD AS-IS  SELLER TO MAKE NO REPAIRS OF ANY TYPE. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R169812-20180507.pdf]",Portland Northeast,1,Multnomah,18301910,"10,000 Sq. Ft.",1,3,3,34,47,63
1965,126448172,/42affee69afeee7f7eb45905cb82b73f_genMid.18238263_0.jpg,19745 NE Glisan St,97230,208452,210000,2,1,1083,1947,SOLD 8/07/18,"Improved Price! Here is the perfect opportunity to Customize this Charming Ranch on a Huge corner Lot! Perfect for a renovation loan to create the home you've been looking for , or rehab/rent for income potential and future equity. Large bright Living area has open flow to dining area with slider off of the living room to the backyard.  Close proximity to public transportation, amenities, and freeway access!",Portland Northeast,1,Multnomah,18238263,"5,830 Sq. Ft.",3,2,3,37,47,71
1966,125734623,/224d43dff9731cddff8a8d2e42dfdd5a_genMid.18495560_0.jpg,16505 NE San Rafael Dr,97230,450044,450000,3,2,1790,1987,SOLD 8/06/18,"Custom one level gem in coveted Sandstone. Gleaming engineered hardwood floors. Granite kitchen with cherry cabinets, eating bar & stainless appliances. Quality Dacor range. Great room with stone surround fireplace. Fantastic back deck for entertaining, relaxing or hot tub soaking. Formal living & dining rooms with large windows. Master suite. Gorgeous yard with water feature.",SANDSTONE,1,Multnomah,18495560,"8,133 Sq. Ft.",1,3,3,31,36,70
1967,126517896,/fd2b0e6ced7dcd2e71a42d2e4b2c9d69_genMid.18507576_0.jpg,13755 NE Tillamook Ct,97230,408112,399000,3,2.5,2390,1962,SOLD 8/03/18,"Beautifully maintained and smartly updated in all the right places, keeping mid-century goodness intact. Enjoy the large yard, covered patio, great outdoor spaces on quiet neighborhood cul-de-sac. Fab layout, 3 fireplaces, basement family/bonus rooms and storage galore. New roof, furnace, water heater, exterior paint, kitchen flooring, counters. Fantastic Russell location easy access to I-84, I-205, Gateway, and Glendoveer Golf Course. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R211105-20180615.pdf]",RUSSELL,3,Multnomah,18507576,"9,300 Sq. Ft.",6,3,4,27,36,72
1968,126432837,/2a4a095b01f74c47571b17757b8a4566_genMid.18284004_1.jpg,1302 NE 157th Ave,97230,540505,560000,7,4.5,2664,2003,SOLD 8/03/18,"Huge Beautiful ranch style home with 7 bedrooms and 7 baths. Hardwood floors throughout. Large kitchen with maple cabinets and nook area. Main laundry room. Beautiful wainscoting in living room and hallway. Central air conditioning. New landscaping in the front yard. Large wrap around deck. It could be used as an adult foster home, rental of 7 individual rooms or a single family home.",Glendoveer,1,Multnomah,18284004,0.27 Acres,1,3,3,33,44,59
1969,125750284,/856084b69e36dabd45d22eb0f5c3992e_genMid.18214837_1.jpg,2021 NE 144th Ave,97230,406405,399900,3,2,1625,1962,SOLD 8/02/18,"Atomic mid-century modern ranch! Stunning details throughout- refinished hardwood floors, designer kitchen with custom cabinets, updated hardware,  quartz counter tops, and stainless steel appliances. Brick fireplace in living room, new paint interior and exterior, updated bathrooms, and new carpet and tile. Large backyard with slider from dining room to cover deck is perfect for entertaining!  Home Warranty provided by seller!",Portland Northeast,1,Multnomah,18214837,"8,800 Sq. Ft.",2,3,3,19,34,67
1970,126370129,/878282bc597cb0fabac8d87f8482f3c4_genMid.18018937_3.jpg,15030 NE Halsey St,97230,434177,399000,3,2,2680,1953,SOLD 7/31/18,"All the charm of a 1950's ranch with modern updates. Lives large with 2680 sq ft including a fully finished basement, beautifully landscaped private backyard, exterior freshly painted, utility shop, plus a 21' x 42' detached garage with heat! Located across from the Glendoveer Golf Course walking trail, with quick access to the airport and premium shopping.Open House June 10th, 12 -2pm [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R169993-20180517.pdf]",Glendoveer,2,Multnomah,18018937,0.34 Acres,1,3,3,16,34,64
1976,126588888,/8410ee8e8af852d5d03ca691728009b1_genMid.18565722_0.jpg,1102 NE 195th Ave,97230,380752,345000,5,2,2872,1971,SOLD 7/30/18,"Plenty of room for everyone in this 5 bed, 2 bath home! Move in ready-lots of updates including new roof, furnace, interior paint, deck & railing, windows & flooring. Large windows & gleaming floors fill the entire home w/ natural light! Update kitchen includes plenty of cabinet space & stainless steel appliance! Family room perfectly set up for family movie night! Large fenced backyard w/ room to garden!",Portland Northeast,2,Multnomah,18565722,"7,030 Sq. Ft.",3,2,3,23,39,72
1977,149681282,/753b618361171099d0d4000ddc6b085e_genMid.18235966_0.jpg,1217 NE 187th Ln,97230,360077,349900,3,2.5,1606,2015,SOLD 7/30/18,"Better than new custom home in a convenient location w/easy access to I-84. Gorgeous kitchen w/ granite slab, dark cabinetry, stainless appliances & pantry. Hardwood floors on main level & central air. Enjoy the deck & custom landscaping w/ pavers, pagoda & herb garden in the fenced backyard. Features a master on main w/ walk-in closet & double vanity w/ two additional bedrooms upstairs. Laundry room & oversized garage on lower level.",Jennifer Lynn Estates,3,Multnomah,18235966,"2,339 Sq. Ft.",3,2,3,50,47,75
1978,126478852,/572dad02471ead59fb7512f8b58391b6_genMid.18559875_0.jpg,2214 NE 158th Ave,97230,388498,380000,2,2,1687,1991,SOLD 7/27/18,"The Riveria is a wonderful floor plan.  Front courtyard, rear covered patio, vaulted great room and master suite. Window film dining and great room. Sunsetter awning, 2 additional hot water heaters, hi-efficiency furnace, new a/c compressor, with 2 televisions included. This home is move-in ready in this wonderful community. Rec center with fitness, library, tennis, pool, and pickleball courts. Golf and Pdx minutes away. Must see home!",1,"Ranch, 1 Story",SUMMERPLACE,Multnomah,"4,408 Sq. Ft.",2,3,3,16,36,50
1979,125741672,/740c26f5441a0d09d91980cda417389a_genMid.18438398_J.jpg,15535 NE Summerplace Dr,97230,369024,364000,2,2,1606,1991,SOLD 7/27/18,"Very popular Salishan floor plan in excellent condition/move-in ready.Vaulted L/R,2 B/R's + Den/Office.Wonderful kitchen,includes all appliances,pantry.Lg master suite,shower,W/I closet. Great location! Long flat driveway,spacious garage,cabinets.Come and See!EZ access to Resort type Rec Cntr,pool,tennis,library,fitness cntrs,fun activities. Walking paths,EZ access to shopping,freeways,airport,Glendoveer golf.Your pet is welcome! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/hes/R279110-20180622]",1,1 Story,Summerplace,Multnomah,"4,986 Sq. Ft.",2,3,3,13,35,53
1980,126363604,/61f50ef58ab43ae1dcf0938c242b1b84_genMid.18258529_0.jpg,1215 NE 157th Ave,97230,394463,352000,3,2.5,2052,1958,SOLD 7/19/18,"Beautiful mid-century w/ completely updated separate living quarters. Home sits on .28 of an acre w/ seasonal views of Mt. St. Helens. Light & bright home has vaulted ceilings & open floor plan. 3bd, 1.1 bath on main, including large master w/half bath  Updated studio apartment with separate entrance Perfect for multi-generational living or potential ADU? Oversized double car garage, great for projects. Outbuilding with covered patio. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R169815-20180508.pdf]","Mountain, Territorial, Seasonal",2,GLENDOVEER ACRES,Multnomah,0.28 Acres,1,3,3,34,47,63
1982,125857247,/c33eb7c75180e6d50d8f0a1c0fc55c14_genMid.18504366_0.jpg,18989 NE Marine Dr #46,97230,290178,289500,3,2,2088,1970,SOLD 7/12/18,"Wow! Beautiful updated home with a rare basement storage room. No direct neighbors so great views from all sides. Upper deck is large. Custom features include chef's kitchen w/ gas range, high end washer dryer, granite counters, move in ready. New electrical panel, massive storage options, custom lighting, security system, vaulted ceilings. Wonderful living space. Sorry this moorage does not allow dogs. Float rated 3+/20 years.",2,"Ranch, 2 Story","River, Mountain, Seasonal",THE ISLANDS MOORAGE,—,1,2,3,2,18,45
1983,126598977,/b6071af53bcf059881bf39ac8b9ee603_genMid.18653511_5.jpg,2351 NE 148th Pl,97230,322129,310000,2,2,1122,1986,SOLD 7/10/18,"Are you looking for a cozy not formal updated move-in ready home? Great room,open floor plan.Custom features,beautiful kitchen,cabinets wth pull-outs,granite,stainless appl,gas range,Lg master,walk-in closet...everything is sooo nice!""Beautiful EZ care fenced yard,cov patio.Nestled in Summerplace 55+ Community..Pool,tennis,fitness cntrs.EZ access to shopping. Call to see this one today. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R278697-20180609.pdf]",1,1 Story,Summerplace,Multnomah,"4,316 Sq. Ft.",2,3,3,20,33,68
1985,125754657,/1634daf1bea18edec117f082bec37829_genMid.18484421_0.jpg,1425 NE 160th Ave,97230,297390,285000,3,1,1008,1965,SOLD 7/03/18,"This home is a cute, clean and is move in ready. This home features hardwood floors, gas cooking, vinyl windows, forced air gas heat and a lot of storage. The backyard has a deck, is fully fenced and great for entertaining. Don't miss out on this one as it will go fast.  Open house Sunday May 27th from 2:00-4:00pm [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R169741-20180523.pdf]",Portland Northeast,1,Multnomah,18484421,"8,250 Sq. Ft.",1,3,3,35,45,66
1986,126511221,/13d43b6dae85cff83c40628e91c6c016_genMid.18359449_0.jpg,2360 NE 148th Pl,97230,366232,358000,3,2,1581,1988,SOLD 7/03/18,"55+ community.  3 Bed/2 BA all on one level. Covered patio overlooking wonderful yard with space for garden. RV parking is available for a fee. Clubhouse nearby with many activities.  Pool, tennis, crafts, library. One-time buyer move-in fee of $1500 plus hoa is $300/person/yr. New carpets and paint. Stainless appliances. Golf course and trails nearby. Accessible living features at entry [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R278743-20180118.pdf]",1,Ranch,Portland Northeast,Multnomah,"5,951 Sq. Ft.",2,3,3,20,33,68
1988,126510352,/748ee05727948c05beb1fd30344cf0d0_genMid.18432259_0.jpg,19733 NE Couch St,97230,334354,328000,4,2.5,1701,1967,SOLD 6/29/18,"On the market for the first time in nearly 50 years, this is a GREAT opportunity to bring your own style and finishes to this ranch style home with 2 master suites! Beautiful hardwood floors, an open living and family room with wood stove, laundry room, large closets, large fenced and private back yard, 3 bay driveway, air conditioning, covered patio and so much more. This home has great bones and is ready for you!",Portland Northeast,1,Multnomah,18432259,"7,800 Sq. Ft.",2,2,3,48,51,74
1989,126636900,/9623e4457ca9b31cd319f4f680b995db_genMid.18485751_0.jpg,4005 NE 132nd Pl,97230,368391,345000,4,1.5,1312,1967,SOLD 6/29/18,"Classic Wolsborn one level in coveted Argay Terrace. Loved & cared for by one owner. Open kitchen/dining area with wood burning fireplace in living room. Hardwoods under carpet and heat pump with AC! All new plumbing in 2016. Over sized, corner lot with generous backyard spaces and covered patio. Mature roses, blue berries & apple tree. Close to restaurants, shops, parks, public transportation & highway. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R249840-20180322.pdf]",ARGAY TERRACE,1,Multnomah,18485751,"7,630 Sq. Ft.",3,3,4,59,40,44
1990,125854420,/91b582ef26550efc3e2c096133ec9398_genMid.18227110_2.jpg,17821 NE Everett Ct,97230,336515,324000,3,1.5,1212,1964,SOLD 6/29/18,"Gorgeous remodeled home on a well-maintained street. It has a beautiful landscaped back yard completely fenced out that makes this home perfect for outside entertainment.The kitchen with new cabinets, qrtz countertops and new blk SS appliances opens to both living and dining room. Bathrooms completely remodeled.New roof,windows and floors.Quick access to I84.Walking distance to MAX stop,bus lines and shops.Just steps away from the park.",Trees/Woods,1,Portland Northeast,Multnomah,"7,000 Sq. Ft.",3,2,3,71,56,82
1991,126478852,/e7fbc2504032541be1e5d6de3b4c2823_genMid.18090713_0.jpg,2115 NE 158th Pl,97230,362882,335000,2,2,1541,1990,SOLD 6/29/18,"Second owner. Bayview 2 bedroom model. Includes home warranty and  all appliances. Summerplace is a 55+ community with a resort style recreation center and many activities to choose from. Golfing, airport, freeways and shopping close by. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R279011-20180328.pdf]",1,1 Story,Portland Northeast,Multnomah,"4,550 Sq. Ft.",2,3,3,15,35,67
1992,126494732,/b236e588b6e6ce7e9a6976b9d8c3ac18_genMid.18488491_0.jpg,12442 NE Hassalo St,97230,309741,307000,3,1,888,1954,SOLD 6/29/18,"LOVELY 3 bedroom Ranch home on a very large lot (0.19 acre). Well maintained! The kitchen and bathroom has been updated. New hot water heater 2016, new driveway 2014, new heat pump & AC 2012, new roof 2006, new sewer 2001, Leaf-Guard gutter system. DO NOT MISS OUT ON THIS HOME! HUGE Wonderful backyard with deck!  SWEET home!! OFFERS DUE MON. EVE, REVIEWING  ALL OFFERS W/SELLER TUES. 11AM. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R199128-20180524.pdf]",Portland Northeast,1,Multnomah,18488491,1,4,4,4,67,54,86
1993,126319561,/4dbfa33949bcee2fbd1254a0803149e1_genMid.18697879_0.jpg,13136 NE Morris Ct,97230,377511,350000,4,2,1516,1961,SOLD 6/29/18,"Updated Ranch home on large corner lot. New: kitchen and appliances, flooring, interior paint, carpet, lighting, furnace, electrical panel. All appliances stay. Large yard with huge potential for garden, fruit trees, play area, Shop, and more. Room for your RV on the side or the street. Just a few minutes to the school and Park. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R157060-20180429.pdf]",Elsinore Hts,1,Multnomah,18697879,"9,568 Sq. Ft.",6,3,4,29,38,66
1994,126414268,/e5097c41e7116a4b98041a1afa200df2_genMid.18090852_0.jpg,16000 NE Russell St,97230,329653,323000,3,1.5,1200,1979,SOLD 6/29/18,"Easy access One level ranch in beautiful/manicured NE neighborh.Recently remodeled with Vinyl windows,Hardi plank siding,fresh paint.Updatted kitchen,newer carpet,tiled floors,freshly painted inside.Large corner/fenced lot with garden area and room for RV.Hurry it wont last long. [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R154449-20180327.pdf]",Portland Northeast,1,Multnomah,18090852,"7,013 Sq. Ft.",2,3,3,20,36,70
1995,126432837,/4d8019bd2398188222d377f43c475831_genMid.18131989_0.jpg,16042 NE Flanders Ct,97230,330402,317000,4,2.5,1612,2011,SOLD 7/20/18,"Picture Perfect 4 Bedroom Traditional in convenient N.E. Location. Condition is a ""10"", You just have to Move In. Generous Size Great Room. Great Kitchen w/Large adjoining Dining Area. Master Suite is Vaulted w/adjoining Bath. Attached Garage. Dead End Street. Patio For Bar-B-quing and Fenced yard.Convenient to Transportation and Freeways into Portland. Hurry it's a good one and Interest Rates are starting to climb.",Flanders Court,2,Multnomah,18131989,"3,795 Sq. Ft.",1,3,3,47,55,79
